resolved_openml_id,source_pools,source_dataset_ids,dataset_name,openml_version,retrieval_timestamp_utc,prefilter_skip,prefilter_reason,description_excerpt,objective_eligible,error,fail_stage,target_name,class_labels,minority_label,majority_label,n_rows,n_source_features,n_numeric,n_categorical,n_continuous,n_integer_valued_numeric,missing_indicator_count,n_encoded_features,n_minority,n_majority,minority_prevalence,missing_fraction,max_balanced_train_size,raw_checksum,objective_checks_json,dtype_disagreement,dtype_disagreement_json,prevalence_upper_bound_used,check_binary,check_rows_in_range,check_has_continuous,check_prevalence_ge_0_02,check_prevalence_le_upper,check_minority_count_ge_250,check_missing_lt_10pct,check_encoded_features_le_100,check_tabpfn_envelope_balanced_train_le_10000
46928,tabarena_v0.1,tabarena_v0.1:46928,Food_Delivery_Time,1,2026-08-31T21:14:18.066848+00:00,True,quality_not_binary:0.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is regression.

---
#### Dataset Metadata
- **Licence:** Database Contents License (DbCL) v1.0
- **Original Data Source:** https://www.kaggle.com/datasets/rajatkumar30/food-delivery-time
- **Reference (please cite)**: Kaggle User Rajatkumar30. 'Food Delivery Time.' Kaggle, 2023, https://www.kaggle.com/datasets/rajatkumar30/food-delivery-time.
- **Data",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46929,tabarena_v0.1,tabarena_v0.1:46929,GiveMeSomeCredit,1,2026-08-31T21:14:18.068036+00:00,True,quality_rows_out_of_range:150000.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** Public
- **Original Data Source:** https://www.kaggle.com/competitions/GiveMeSomeCredit
- **Reference (please cite)**: Credit Fusion and Will Cukierski. Give Me Some Credit. https://kaggle.com/competitions/GiveMeSomeCredit, 2011. Kaggle.
- **Dataset Year:** 2011
- **Dataset Description:** se",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46930,tabarena_v0.1,tabarena_v0.1:46930,hazelnut-spread-contaminant-detection,1,2026-08-31T21:14:18.069045+00:00,False,,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC BY-SA
- **Original Data Source:** https://www.openml.org/search?type=data&status=active&id=45538
- **Reference (please cite)**: Ricci, Marco, et al. 'Machine-learning-based microwave sensing: A case study for the food industry.' IEEE Journal on Emerging and Selected Topics in Circuits and",True,,,Contaminated,0|1,0,1,2400.0,30.0,30.0,0.0,30.0,0.0,0.0,30.0,1200.0,1200.0,0.5,0.0,1200.0,1b92fbff6479c611f6839eb192fecb697aef3ec274234347a6d327c0c93df2ac,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,True,True,True,True,True,True,True
46931,tabarena_v0.1,tabarena_v0.1:46931,healthcare_insurance_expenses,1,2026-08-31T21:14:18.099768+00:00,True,quality_not_binary:0.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is regression.

---
#### Dataset Metadata
- **Licence:** Database Contents License (DbCL) v1.0
- **Original Data Source:** https://www.kaggle.com/datasets/arunjangir245/healthcare-insurance-expenses/
- **Reference (please cite)**: Kaggle User Arunjangir245. 'Healthcare Insurance Expenses.' Kaggle, 2023, https://www.kaggle.com/datasets/arunjangir245/he",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46932,tabarena_v0.1,tabarena_v0.1:46932,heloc,3,2026-08-31T21:14:18.100829+00:00,True,quality_rows_out_of_range:10459.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** Public
- **Original Data Source:** https://www.kaggle.com/datasets/averkiyoliabev/home-equity-line-of-creditheloc
- **Reference (please cite)**: Kaggle User Averkiyoliabev. 'Home Equity Line of Credit (HELOC).' Kaggle, 2021, https://www.kaggle.com/datasets/averkiyoliabev/home-equity-line-of-",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46933,tabarena_v0.1,tabarena_v0.1:46933,hiva_agnostic,2,2026-08-31T21:14:18.101821+00:00,True,quality_not_binary:3.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** Public
- **Original Data Source:** http://www.agnostic.inf.ethz.ch
- **Reference (please cite)**: Guyon, Isabelle, et al. 'Agnostic learning vs. prior knowledge challenge.' 2007 International Joint Conference on Neural Networks. IEEE, 2007. https://doi.org/10.1109/IJCNN.2007.4371065
- **Data",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46934,tabarena_v0.1,tabarena_v0.1:46934,houses,7,2026-08-31T21:14:18.102801+00:00,True,quality_not_binary:0.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is regression.

---
#### Dataset Metadata
- **Licence:** Public
- **Original Data Source:** https://lib.stat.cmu.edu/datasets/
- **Reference (please cite)**: Pace, R. Kelley, and Ronald Barry. 'Sparse spatial autoregressions.' Statistics & Probability Letters 33.3 (1997): 291-297. https://doi.org/10.1016/S0167-7152(96)00140-X
- **Dataset Year:** 1990
",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46935,tabarena_v0.1,tabarena_v0.1:46935,HR_Analytics_Job_Change_of_Data_Scientists,1,2026-08-31T21:14:18.103792+00:00,True,quality_rows_out_of_range:19158.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC0: Public Domain
- **Original Data Source:** https://www.kaggle.com/datasets/arashnic/hr-analytics-job-change-of-data-scientists
- **Reference (please cite)**: Kaggle User Arashnic. 'HR Analytics: Job Change of Data Scientists.' Kaggle, 2021, https://www.kaggle.com/datasets/arashnic/hr-ana",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46937,tabarena_v0.1,tabarena_v0.1:46937,in_vehicle_coupon_recommendation,1,2026-08-31T21:14:18.104800+00:00,True,quality_rows_out_of_range:12684.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C5GS4P
- **Reference (please cite)**: Wang, Tong, et al. 'A bayesian framework for learning rule sets for interpretable classification.' Journal of Machine Learning Research 18.70 (2017): 1-37. https://www.jmlr.org/papers/v18/16-",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46938,tabarena_v0.1,tabarena_v0.1:46938,Is-this-a-good-customer,2,2026-08-31T21:14:18.105835+00:00,False,,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC0: Public Domain
- **Original Data Source:** https://www.kaggle.com/datasets/podsyp/is-this-a-good-customer
- **Reference (please cite)**: Kaggle User Podsyp. 'Is This a Good Customer?' Kaggle, 2020, https://www.kaggle.com/datasets/podsyp/is-this-a-good-customer.
- **Dataset Year:** 2020
-",False,,objective,bad_client_target,No|Yes,Yes,No,1723.0,13.0,5.0,8.0,0.0,5.0,0.0,13.0,196.0,1527.0,0.11375507835171213,0.0,1528.0,69d8dc3f2810367b1110996bed33dd746237b0389b62b785063e4b7a79bd3937,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": false, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": false, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,False,True,True,False,True,True,True
46939,tabarena_v0.1,tabarena_v0.1:46939,kddcup09_appetency,2,2026-08-31T21:14:18.130106+00:00,True,quality_rows_out_of_range:50000.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** Public
- **Original Data Source:** https://kdd.org/kdd-cup/view/kdd-cup-2009/Intro
- **Reference (please cite)**: Guyon, Isabelle, et al. 'Analysis of the kdd cup 2009: Fast scoring on a large orange customer database.' KDD-Cup 2009 Competition. PMLR, 2009. https://proceedings.mlr.press/v7/g",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46940,tabarena_v0.1,tabarena_v0.1:46940,Marketing_Campaign,1,2026-08-31T21:14:18.131195+00:00,False,,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** Public
- **Original Data Source:** https://www.kaggle.com/datasets/rodsaldanha/arketing-campaign
- **Reference (please cite)**: Saldanha, Rodolfo. 'Marketing Campaign.' Kaggle, 2020, https://www.kaggle.com/datasets/rodsaldanha/arketing-campaign.
- **Dataset Year:** 2020
- **Dataset Descripti",False,,objective,Response,No|Yes,Yes,No,2240.0,25.0,16.0,9.0,0.0,16.0,1.0,26.0,334.0,1906.0,0.14910714285714285,0.00042857142857142855,1906.0,a8f79e75439bc8870ccd10e6ad226c1af8584b13fe31f422d5a5e47817a27e54,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": false, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,False,True,True,True,True,True,True
46941,tabarena_v0.1,tabarena_v0.1:46941,maternal_health_risk,3,2026-08-31T21:14:18.159488+00:00,True,quality_not_binary:3.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C5DP5D
- **Reference (please cite)**: Ahmed, Marzia, et al. 'Review and analysis of risk factor of maternal health in remote area using the Internet of Things (IoT).' InECCE2019: Proceedings of the 5th International Conference on",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46942,tabarena_v0.1,tabarena_v0.1:46942,miami_housing,3,2026-08-31T21:14:18.160602+00:00,True,quality_not_binary:0.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is regression.

---
#### Dataset Metadata
- **Licence:** CC BY-NC-SA
- **Original Data Source:** https://www.openml.org/search?type=data&id=43093&sort=runs&status=active
- **Reference (please cite)**: Bourassa, Steven C., et al. 'Big data, accessibility and urban house prices.' Urban Studies 58.15 (2021): 3176-3195. https://doi.org/10.1177/00420980209",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46947,tabarena_v0.1,tabarena_v0.1:46947,online_shoppers_intention,1,2026-08-31T21:14:18.161619+00:00,True,quality_rows_out_of_range:12330.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C5F88Q
- **Reference (please cite)**: Sakar, C. Okan, et al. 'Real-time prediction of online shoppers purchasing intention using multilayer perceptron and LSTM recurrent neural networks.' Neural Computing and Applications 31.10 (",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46949,tabarena_v0.1,tabarena_v0.1:46949,physiochemical_protein,8,2026-08-31T21:14:18.162616+00:00,True,quality_not_binary:0.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is regression.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C5QW3H
- **Reference (please cite)**: Rana, Prashant. 'Physicochemical Properties of Protein Tertiary Structure.' UCI Machine Learning Repository, 2013, https://doi.org/10.24432/C5QW3H.
- **Dataset Year:** 2013
- **Dataset Descriptio",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46950,tabarena_v0.1,tabarena_v0.1:46950,polish_companies_bankruptcy,1,2026-08-31T21:14:18.163611+00:00,False,,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C5F600
- **Reference (please cite)**: Zieba, Maciej, Sebastian K. Tomczak, and Jakub M. Tomczak. 'Ensemble boosted trees with synthetic features generation in application to bankruptcy prediction.' Expert systems with application",False,,objective,company_bankrupt,No|Yes,Yes,No,5910.0,64.0,64.0,0.0,64.0,0.0,49.0,113.0,410.0,5500.0,0.06937394247038917,0.012336082910321488,5500.0,262de257a843f294c62ef12dcb8bf9016c63bc7a34cbd6e87b5a649d86513e13,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": false, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,True,True,True,True,True,False,True
46952,tabarena_v0.1,tabarena_v0.1:46952,qsar-biodeg,2,2026-08-31T21:14:18.234746+00:00,False,,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C5H60M
- **Reference (please cite)**: Mansouri, Kamel, et al. 'Quantitative structureactivity relationship models for ready biodegradability of chemicals.' Journal of chemical information and modeling 53.4 (2013): 867-878. https:",True,,,Biodegradable,No|Yes,Yes,No,1054.0,41.0,36.0,5.0,17.0,19.0,0.0,41.0,355.0,699.0,0.3368121442125237,0.0,700.0,8788778e74c1ffa3f4b7dc7553e0e55abd964463457187df98aedf2b24fb234f,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,True,True,True,True,True,True,True
46953,tabarena_v0.1,tabarena_v0.1:46953,QSAR-TID-11,2,2026-08-31T21:14:18.260891+00:00,True,quality_not_binary:0.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is regression.

---
#### Dataset Metadata
- **Licence:** Public
- **Original Data Source:** https://www.openml.org/search?type=data&sort=runs&status=active&id=3050
- **Reference (please cite)**: Olier, Ivan, et al. 'Meta-QSAR: a large-scale application of meta-learning to drug design and discovery.' Machine Learning 107 (2018): 285-311. https://link.s",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46954,tabarena_v0.1,tabarena_v0.1:46954,QSAR_fish_toxicity,8,2026-08-31T21:14:18.261975+00:00,True,quality_not_binary:0.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is regression.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C5JG7B
- **Reference (please cite)**: Cassotti, Matteo, et al. 'A similarity-based QSAR model for predicting acute toxicity towards the fathead minnow (Pimephales promelas).' SAR and QSAR in Environmental Research 26.3 (2015): 217-24",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46955,tabarena_v0.1,tabarena_v0.1:46955,SDSS17,1,2026-08-31T21:14:18.262994+00:00,True,quality_not_binary:3.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** Public Domain
- **Original Data Source:** https://www.kaggle.com/datasets/fedesoriano/stellar-classification-dataset-sdss17
- **Reference (please cite)**: fedesoriano. (January 2022). 'Stellar Classification Dataset - SDSS17.' from https://www.kaggle.com/fedesoriano/stellar-classification-da",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46956,tabarena_v0.1,tabarena_v0.1:46956,seismic-bumps,4,2026-08-31T21:14:18.263998+00:00,False,,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C5W902
- **Reference (please cite)**: Sikora, Marek, and ukasz Wrobel. 'Application of rule induction algorithms for analysis of data collected by seismic hazard monitoring systems in coal mines.' Archives of Mining Sciences 55.1",False,,objective,HighEnergySeismicBump,No|Yes,Yes,No,2584.0,15.0,11.0,4.0,0.0,11.0,0.0,15.0,170.0,2414.0,0.06578947368421052,0.0,2414.0,25bb2490941357ab509a43e7678fa26e4cab26bd92b96f48216303ee57194449,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": false, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": false, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,False,True,True,False,True,True,True
46958,tabarena_v0.1,tabarena_v0.1:46958,splice,4,2026-08-31T21:14:18.293283+00:00,True,quality_not_binary:3.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C5M888
- **Reference (please cite)**: Towell, Geoffrey G., and Jude W. Shavlik. 'Knowledge-based artificial neural networks.' Artificial intelligence 70.1-2 (1994): 119-165. https://doi.org/10.1016/0004-3702(94)90105-8
- **Datase",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46960,tabarena_v0.1,tabarena_v0.1:46960,students_dropout_and_academic_success,1,2026-08-31T21:14:18.294489+00:00,True,quality_not_binary:3.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C5MC89
- **Reference (please cite)**: Martins, Monica V., et al. 'Early prediction of students performance in higher education: A case study.' Trends and Applications in Information Systems and Technologies: Volume 1 9. Springer ",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46961,tabarena_v0.1,tabarena_v0.1:46961,superconductivity,8,2026-08-31T21:14:18.295522+00:00,True,quality_not_binary:0.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is regression.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C53P47
- **Reference (please cite)**: Hamidieh, Kam. 'A data-driven statistical model for predicting the critical temperature of a superconductor.' Computational Materials Science 154 (2018): 346-354. https://doi.org/10.1016/j.commat",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46962,tabarena_v0.1,tabarena_v0.1:46962,taiwanese_bankruptcy_prediction,1,2026-08-31T21:14:18.296521+00:00,False,,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C5004D
- **Reference (please cite)**: Liang, Deron, et al. 'Financial ratios and corporate governance indicators in bankruptcy prediction: A comprehensive study.' European journal of operational research 252.2 (2016): 561-572. ht",False,,objective,Bankrupt,No|Yes,Yes,No,6819.0,94.0,94.0,0.0,93.0,1.0,0.0,94.0,220.0,6599.0,0.03226279513125092,0.0,6600.0,8426262b446d9b4ad3233b1e39d9640d2b42ef98275f52be61d2421118f33145,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": false, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,True,True,True,False,True,True,True
46963,tabarena_v0.1,tabarena_v0.1:46963,website_phishing,1,2026-08-31T21:14:18.382370+00:00,True,quality_not_binary:3.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C5B301
- **Reference (please cite)**: Abdelhamid, Neda, Aladdin Ayesh, and Fadi Thabtah. 'Phishing detection based associative classification data mining.' Expert Systems with Applications 41.13 (2014): 5948-5959. https://doi.org",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
